IndexNr,ManufacturingPlant,DescriptionGlobal,DescriptionLocal,SILabel,Factor,MemoryAddress,relevant,ID
52,3222,VAR052,VAR052,NULL,1,NULL,1,982
52,3223,VAR52,VAR52,NULL,1,NULL,1,53
52,3224,VAR52,VAR52,NULL,1,NULL,1,177
52,3225,VAR052,VAR052,NULL,1,NULL,1,1082
52,3226,VAR052,VAR052,NULL,1,NULL,1,582
53,3221,VAR53 Corriente resistencia Z4-L3,VAR53 Corriente resistencia Z4-L3,NULL,1,NULL,1,289
53,3222,VAR053,VAR053,NULL,1,NULL,1,983
53,3223,VAR53,VAR53,NULL,1,NULL,1,54
53,3224,VAR53,VAR53,NULL,1,NULL,1,178
53,3225,VAR053,VAR053,NULL,1,NULL,1,1083
53,3226,VAR053,VAR053,NULL,1,NULL,1,583
54,3221,VAR54 Flujometro Enfriamiento 2 (Litros/Min),VAR54 Flujometro Enfriamiento 2 (Litros/Min),NULL,1,NULL,1,290
54,3222,VAR054,VAR054,NULL,1,NULL,1,984
54,3223,VAR54,VAR54,NULL,1,NULL,1,55
54,3224,VAR54,VAR54,NULL,1,NULL,1,179
54,3225,VAR054,VAR054,NULL,1,NULL,1,1084
54,3226,VAR054,VAR054,NULL,1,NULL,1,584
55,3221,VAR55 Flujometro Enfriamiento 3 (Litros/Min),VAR55 Flujometro Enfriamiento 3 (Litros/Min),NULL,1,NULL,1,291
55,3222,VAR055,VAR055,NULL,1,NULL,1,985
55,3223,VAR55,VAR55,NULL,1,NULL,1,56
55,3224,VAR55,VAR55,NULL,1,NULL,1,180
55,3225,VAR055,VAR055,NULL,1,NULL,1,1085
55,3226,VAR055,VAR055,NULL,1,NULL,1,585
56,3221,VAR56 Flujometro Enfriamiento 4 (Litros/Min),VAR56 Flujometro Enfriamiento 4 (Litros/Min),NULL,1,NULL,1,292
56,3222,VAR056,VAR056,NULL,1,NULL,1,986
56,3223,VAR56,VAR56,NULL,1,NULL,1,57
56,3224,VAR56,VAR56,NULL,1,NULL,1,181
56,3225,VAR056,VAR056,NULL,1,NULL,1,1086
56,3226,VAR056,VAR056,NULL,1,NULL,1,586
57,3221,VAR57 Flujometro Enfriamiento 5 (Litros/Min),VAR57 Flujometro Enfriamiento 5 (Litros/Min),NULL,1,NULL,1,293
57,3222,VAR057,VAR057,NULL,1,NULL,1,987
57,3223,VAR57,VAR57,NULL,1,NULL,1,58
57,3224,VAR57,VAR57,NULL,1,NULL,1,182
57,3225,VAR057,VAR057,NULL,1,NULL,1,1087
57,3226,VAR057,VAR057,NULL,1,NULL,1,587
58,3221,VAR58 Flujometro Enfriamiento 6 (Litros/Min),VAR58 Flujometro Enfriamiento 6 (Litros/Min),NULL,1,NULL,1,294
58,3222,VAR058,VAR058,NULL,1,NULL,1,988
58,3223,VAR58,VAR58,NULL,1,NULL,1,59
58,3224,VAR58,VAR58,NULL,1,NULL,1,183
58,3225,VAR058,VAR058,NULL,1,NULL,1,1088
58,3226,VAR058,VAR058,NULL,1,NULL,1,588
59,3221,VAR59 Flujometro Enfriamiento 7 (Litros/Min),VAR59 Flujometro Enfriamiento 7 (Litros/Min),NULL,1,NULL,1,295
59,3222,VAR059,VAR059,NULL,1,NULL,1,989
59,3223,VAR59,VAR59,NULL,1,NULL,1,60
59,3224,VAR59,VAR59,NULL,1,NULL,1,184
59,3225,VAR059,VAR059,NULL,1,NULL,1,1089
59,3226,VAR059,VAR059,NULL,1,NULL,1,589
60,3221,VAR60 Flujometro Enfriamiento 8 (Litros/Min),VAR60 Flujometro Enfriamiento 8 (Litros/Min),NULL,1,NULL,1,296
60,3222,VAR060,VAR060,NULL,1,NULL,1,990
60,3223,VAR60,VAR60,NULL,1,NULL,1,61
60,3224,VAR60,VAR60,NULL,1,NULL,1,185
60,3225,VAR060,VAR060,NULL,1,NULL,1,1090
60,3226,VAR060,VAR060,NULL,1,NULL,1,590
61,3221,VAR61 Flujometro Enfriamiento 9 (Litros/Min),VAR61 Flujometro Enfriamiento 9 (Litros/Min),NULL,1,NULL,1,297
61,3222,VAR061,VAR061,NULL,1,NULL,1,991
61,3223,VAR61,VAR61,NULL,1,NULL,1,62
61,3224,VAR61,VAR61,NULL,1,NULL,1,186
61,3225,VAR061,VAR061,NULL,1,NULL,1,1091
61,3226,VAR061,VAR061,NULL,1,NULL,1,591
62,3221,VAR62 Flujometro Enfriamiento 10 (Litros/Min),VAR62 Flujometro Enfriamiento 10 (Litros/Min),NULL,1,NULL,1,298
62,3222,VAR062,VAR062,NULL,1,NULL,1,992
62,3223,VAR62,VAR62,NULL,1,NULL,1,63
62,3224,VAR62,VAR62,NULL,1,NULL,1,187
62,3225,VAR062,VAR062,NULL,1,NULL,1,1092
62,3226,VAR062,VAR062,NULL,1,NULL,1,592
63,3221,VAR63 Flujometro Enfriamiento 12 (Litros/Min),VAR63 Flujometro Enfriamiento 12 (Litros/Min),NULL,1,NULL,1,299
63,3222,VAR063,VAR063,NULL,1,NULL,1,993
63,3223,VAR63,VAR63,NULL,1,NULL,1,64
63,3224,VAR63,VAR63,NULL,1,NULL,1,188
63,3225,VAR063,VAR063,NULL,1,NULL,1,1093
63,3226,VAR063,VAR063,NULL,1,NULL,1,593
64,3221,VAR64 Flujometro Enfriamiento 14 (Litros/Min),VAR64 Flujometro Enfriamiento 14 (Litros/Min),NULL,1,NULL,1,300
64,3222,VAR064,VAR064,NULL,1,NULL,1,994
64,3223,VAR64,VAR64,NULL,1,NULL,1,65
64,3224,VAR64,VAR64,NULL,1,NULL,1,189
64,3225,VAR064,VAR064,NULL,1,NULL,1,1094
64,3226,VAR064,VAR064,NULL,1,NULL,1,594
65,3221,VAR65 Flujometro Enfriamiento 15 (Litros/Min),VAR65 Flujometro Enfriamiento 15 (Litros/Min),NULL,1,NULL,1,301
65,3222,VAR065,VAR065,NULL,1,NULL,1,995
65,3223,VAR65,VAR65,NULL,1,NULL,1,66
65,3224,VAR65,VAR65,NULL,1,NULL,1,190
65,3225,VAR065,VAR065,NULL,1,NULL,1,1095
65,3226,VAR065,VAR065,NULL,1,NULL,1,595
66,3221,VAR66 Flujometro Enfriamiento 16 (Litros/Min),VAR66 Flujometro Enfriamiento 16 (Litros/Min),NULL,1,NULL,1,302
66,3222,VAR066,VAR066,NULL,1,NULL,1,996
66,3223,VAR66,VAR66,NULL,1,NULL,1,67
66,3224,VAR66,VAR66,NULL,1,NULL,1,191
66,3225,VAR066,VAR066,NULL,1,NULL,1,1096
66,3226,VAR066,VAR066,NULL,1,NULL,1,596
67,3221,VAR67 Flujometro Enfriamiento 17 (Litros/Min),VAR67 Flujometro Enfriamiento 17 (Litros/Min),NULL,1,NULL,1,303
67,3222,VAR067,VAR067,NULL,1,NULL,1,997
67,3223,VAR67,VAR67,NULL,1,NULL,1,68
67,3224,VAR67,VAR67,NULL,1,NULL,1,192
67,3225,VAR067,VAR067,NULL,1,NULL,1,1097
67,3226,VAR067,VAR067,NULL,1,NULL,1,597
68,3221,VAR68 Flujometro Enfriamiento 18 (Litros/Min),VAR68 Flujometro Enfriamiento 18 (Litros/Min),NULL,1,NULL,1,304
68,3222,VAR068,VAR068,NULL,1,NULL,1,998
68,3223,VAR68,VAR68,NULL,1,NULL,1,69
68,3224,VAR68,VAR68,NULL,1,NULL,1,193
68,3225,VAR068,VAR068,NULL,1,NULL,1,1098
68,3226,VAR068,VAR068,NULL,1,NULL,1,598
69,3221,VAR69 Flujometro Enfriamiento 30 (Litros/Min),VAR69 Flujometro Enfriamiento 30 (Litros/Min),NULL,1,NULL,1,305
69,3222,VAR069,VAR069,NULL,1,NULL,1,999
69,3223,VAR69,VAR69,NULL,1,NULL,1,70
69,3224,VAR69,VAR69,NULL,1,NULL,1,194
69,3225,VAR069,VAR069,NULL,1,NULL,1,1099
69,3226,VAR069,VAR069,NULL,1,NULL,1,599
70,3221,VAR70 Flujometro Enfriamiento 31 (Litros/Min),VAR70 Flujometro Enfriamiento 31 (Litros/Min),NULL,1,NULL,1,306
70,3222,VAR070,VAR070,NULL,1,NULL,1,1000
70,3223,VAR70,VAR70,NULL,1,NULL,1,71
70,3224,VAR70,VAR70,NULL,1,NULL,1,195
70,3225,VAR070,VAR070,NULL,1,NULL,1,1100
70,3226,VAR070,VAR070,NULL,1,NULL,1,600
71,3221,VAR71 Flujometro Enfriamiento 32 (Litros/Min),VAR71 Flujometro Enfriamiento 32 (Litros/Min),NULL,1,NULL,1,307
71,3222,VAR071,VAR071,NULL,1,NULL,1,1001
71,3223,VAR71,VAR71,NULL,1,NULL,1,72
71,3224,VAR71,VAR71,NULL,1,NULL,1,196
71,3225,VAR071,VAR071,NULL,1,NULL,1,1101
71,3226,VAR071,VAR071,NULL,1,NULL,1,601
72,3221,VAR72 Flujometro Enfriamiento 33 (Litros/Min),VAR72 Flujometro Enfriamiento 33 (Litros/Min),NULL,1,NULL,1,308
72,3222,VAR072,VAR072,NULL,1,NULL,1,1002
72,3223,VAR72,VAR72,NULL,1,NULL,1,73
72,3224,VAR72,VAR72,NULL,1,NULL,1,197
72,3225,VAR072,VAR072,NULL,1,NULL,1,1102
72,3226,VAR072,VAR072,NULL,1,NULL,1,602
73,3221,VAR73 Flujometro Enfriamiento 34 (Litros/Min),VAR73 Flujometro Enfriamiento 34 (Litros/Min),NULL,1,NULL,1,309
73,3222,VAR073,VAR073,NULL,1,NULL,1,1003
73,3223,VAR73,VAR73,NULL,1,NULL,1,74
73,3224,VAR73,VAR73,NULL,1,NULL,1,198
73,3225,VAR073,VAR073,NULL,1,NULL,1,1103
73,3226,VAR073,VAR073,NULL,1,NULL,1,603
74,3221,VAR74 Flujometro Enfriamiento 35 (Litros/Min),VAR74 Flujometro Enfriamiento 35 (Litros/Min),NULL,1,NULL,1,310
74,3222,VAR074,VAR074,NULL,1,NULL,1,1004
74,3223,VAR74,VAR74,NULL,1,NULL,1,75
74,3224,VAR74,VAR74,NULL,1,NULL,1,199
74,3225,VAR074,VAR074,NULL,1,NULL,1,1104
74,3226,VAR074,VAR074,NULL,1,NULL,1,604
75,3221,VAR75 Flujometro Enfriamiento 36 (Litros/Min),VAR75 Flujometro Enfriamiento 36 (Litros/Min),NULL,1,NULL,1,311
75,3222,VAR075,VAR075,NULL,1,NULL,1,1005
75,3223,VAR75,VAR75,NULL,1,NULL,1,76
75,3224,VAR75,VAR75,NULL,1,NULL,1,200
75,3225,VAR075,VAR075,NULL,1,NULL,1,1105
75,3226,VAR075,VAR075,NULL,1,NULL,1,605
76,3221,VAR76 Flujometro Enfriamiento 37 (Litros/Min),VAR76 Flujometro Enfriamiento 37 (Litros/Min),NULL,1,NULL,1,312
76,3222,VAR076,VAR076,NULL,1,NULL,1,1006
76,3223,VAR76,VAR76,NULL,1,NULL,1,77
76,3224,VAR76,VAR76,NULL,1,NULL,1,201
76,3225,VAR076,VAR076,NULL,1,NULL,1,1106
76,3226,VAR076,VAR076,NULL,1,NULL,1,606
77,3221,VAR77 Flujometro Enfriamiento 38 (Litros/Min),VAR77 Flujometro Enfriamiento 38 (Litros/Min),NULL,1,NULL,1,313
77,3222,VAR077,VAR077,NULL,1,NULL,1,1007
77,3223,VAR77,VAR77,NULL,1,NULL,1,78
77,3224,VAR77,VAR77,NULL,1,NULL,1,202
77,3225,VAR077,VAR077,NULL,1,NULL,1,1107
77,3226,VAR077,VAR077,NULL,1,NULL,1,607
78,3221,VAR78 Flujometro Enfriamiento 39 (Litros/Min),VAR78 Flujometro Enfriamiento 39 (Litros/Min),NULL,1,NULL,1,314
78,3222,VAR078,VAR078,NULL,1,NULL,1,1008
78,3223,VAR78,VAR78,NULL,1,NULL,1,79
78,3224,VAR78,VAR78,NULL,1,NULL,1,203
78,3225,VAR078,VAR078,NULL,1,NULL,1,1108
78,3226,VAR078,VAR078,NULL,1,NULL,1,608
79,3221,VAR79 Flujometro Enfriamiento 40 (Litros/Min),VAR79 Flujometro Enfriamiento 40 (Litros/Min),NULL,1,NULL,1,315
79,3222,VAR079,VAR079,NULL,1,NULL,1,1009
79,3223,VAR79,VAR79,NULL,1,NULL,1,80
79,3224,VAR79,VAR79,NULL,1,NULL,1,204
79,3225,VAR079,VAR079,NULL,1,NULL,1,1109
79,3226,VAR079,VAR079,NULL,1,NULL,1,609
80,3221,VAR80 Flujometro Enfriamiento 41 (Litros/Min),VAR80 Flujometro Enfriamiento 41 (Litros/Min),NULL,1,NULL,1,316
80,3222,VAR080,VAR080,NULL,1,NULL,1,1010
80,3223,VAR80,VAR80,NULL,1,NULL,1,81
80,3224,VAR80,VAR80,NULL,1,NULL,1,205
80,3225,VAR080,VAR080,NULL,1,NULL,1,1110
80,3226,VAR080,VAR080,NULL,1,NULL,1,610
81,3221,VAR81 Flujometro Enfriamiento 48 (Litros/Min),VAR81 Flujometro Enfriamiento 48 (Litros/Min),NULL,1,NULL,1,317
81,3222,VAR081,VAR081,NULL,1,NULL,1,1011
81,3223,VAR81,VAR81,NULL,1,NULL,1,82
81,3224,VAR81,VAR81,NULL,1,NULL,1,206
81,3225,VAR081,VAR081,NULL,1,NULL,1,1111
81,3226,VAR081,VAR081,NULL,1,NULL,1,611
82,3221,VAR82 Emp. Numb,VAR82 Emp. Numb,NULL,1,NULL,1,318
82,3222,VAR082,VAR082,NULL,1,NULL,1,1012
82,3223,VAR82,VAR82,NULL,1,NULL,1,83
82,3224,VAR82,VAR82,NULL,1,NULL,1,207
82,3225,VAR082,VAR082,NULL,1,NULL,1,1112
82,3226,VAR082,VAR082,NULL,1,NULL,1,612
83,3221,VAR83 Termopar 3 (BT9),VAR83 Termopar 3 (BT9),NULL,1,NULL,1,319
83,3222,VAR083,VAR083,NULL,1,NULL,1,1013
83,3223,VAR83,VAR83,NULL,1,NULL,1,84
83,3224,VAR83,VAR83,NULL,1,NULL,1,208
83,3225,VAR083,VAR083,NULL,1,NULL,1,1113
83,3226,VAR083,VAR083,NULL,1,NULL,1,613
84,3221,VAR84 Termopar 6 (BT7),VAR84 Termopar 6 (BT7),NULL,1,NULL,1,320
84,3222,VAR084,VAR084,NULL,1,NULL,1,1014
84,3223,VAR84,VAR84,NULL,1,NULL,1,85
84,3224,VAR84,VAR84,NULL,1,NULL,1,209
84,3225,VAR084,VAR084,NULL,1,NULL,1,1114
84,3226,VAR084,VAR084,NULL,1,NULL,1,614
85,3221,VAR85 Termopar 8 (BT19),VAR85 Termopar 8 (BT19),NULL,1,NULL,1,321
85,3222,VAR085,VAR085,NULL,1,NULL,1,1015
85,3223,VAR85,VAR85,NULL,1,NULL,1,86
85,3224,VAR85,VAR85,NULL,1,NULL,1,210
85,3225,VAR085,VAR085,NULL,1,NULL,1,1115
85,3226,VAR085,VAR085,NULL,1,NULL,1,615
86,3221,VAR86 Set Point Curva de Llenado STEP1.5,VAR86 Set Point Curva de Llenado STEP1.5,NULL,1,NULL,1,322
86,3222,VAR086,VAR086,NULL,1,NULL,1,1016
86,3223,VAR86,VAR86,NULL,1,NULL,1,87
86,3224,VAR86,VAR86,NULL,1,NULL,1,211
86,3225,VAR086,VAR086,NULL,1,NULL,1,1116
86,3226,VAR086,VAR086,NULL,1,NULL,1,616
87,3221,VAR87 Presión Real Curva de Llenado STEP1.5,VAR87 Presión Real Curva de Llenado STEP1.5,NULL,1,NULL,1,323
87,3222,VAR087,VAR087,NULL,1,NULL,1,1017
87,3223,VAR87,VAR87,NULL,1,NULL,1,88
87,3224,VAR87,VAR87,NULL,1,NULL,1,212
87,3225,VAR087,VAR087,NULL,1,NULL,1,1117
87,3226,VAR087,VAR087,NULL,1,NULL,1,617
88,3221,VAR88 ,VAR88 ,NULL,1,NULL,1,324
88,3222,VAR088,VAR088,NULL,1,NULL,1,1018
88,3223,VAR88,VAR88,NULL,1,NULL,1,89
88,3224,VAR88,VAR88,NULL,1,NULL,1,213
88,3225,VAR088,VAR088,NULL,1,NULL,1,1118
88,3226,VAR088,VAR088,NULL,1,NULL,1,618
89,3221,VAR89 Piezas Vaciadas Ultima Carga Metal,VAR89 Piezas Vaciadas Ultima Carga Metal,NULL,1,NULL,1,325
89,3222,VAR089,VAR089,NULL,1,NULL,1,1019
89,3223,VAR89,VAR89,NULL,1,NULL,1,90
89,3224,VAR89,VAR89,NULL,1,NULL,1,214
89,3225,VAR089,VAR089,NULL,1,NULL,1,1119
89,3226,VAR089,VAR089,NULL,1,NULL,1,619
90,3221,VAR90 Número Punto de Golpe,VAR90 Número Punto de Golpe,NULL,1,NULL,1,326
90,3222,VAR090,VAR090,NULL,1,NULL,1,1020
90,3223,VAR90,VAR90,NULL,1,NULL,1,91
90,3224,VAR90,VAR90,NULL,1,NULL,1,215
90,3225,VAR090,VAR090,NULL,1,NULL,1,1120
90,3226,VAR090,VAR090,NULL,1,NULL,1,620
91,3221,VAR91 ,VAR91,NULL,1,NULL,1,327
91,3222,VAR091,VAR091,NULL,1,NULL,1,1021
91,3223,VAR91,VAR91,NULL,1,NULL,1,92
91,3224,VAR91,VAR91,NULL,1,NULL,1,216
91,3225,VAR091,VAR091,NULL,1,NULL,1,1121
91,3226,VAR091,VAR091,NULL,1,NULL,1,621
92,3221,VAR92  ,VAR92 ,NULL,1,NULL,1,328
92,3222,VAR092,VAR092,NULL,1,NULL,1,1022
92,3223,VAR92,VAR92,NULL,1,NULL,1,93
92,3224,VAR92,VAR92,NULL,1,NULL,1,217
92,3225,VAR092,VAR092,NULL,1,NULL,1,1122
92,3226,VAR092,VAR092,NULL,1,NULL,1,622
93,3221,VAR93,VAR93 ,NULL,1,NULL,1,329
93,3222,VAR093,VAR093,NULL,1,NULL,1,1023
93,3223,VAR93,VAR93,NULL,1,NULL,1,94
93,3224,VAR93,VAR93,NULL,1,NULL,1,218
93,3225,VAR093,VAR093,NULL,1,NULL,1,1123
93,3226,VAR093,VAR093,NULL,1,NULL,1,623
94,3221,VAR94,VAR94,NULL,1,NULL,1,330
94,3222,VAR094,VAR094,NULL,1,NULL,1,1024
94,3223,VAR94,VAR94,NULL,1,NULL,1,95
94,3224,VAR94,VAR94,NULL,1,NULL,1,219
94,3225,VAR094,VAR094,NULL,1,NULL,1,1124
94,3226,VAR094,VAR094,NULL,1,NULL,1,624
95,3222,VAR095,VAR095,NULL,1,NULL,1,1025
95,3223,VAR95,VAR95,NULL,1,NULL,1,96
95,3224,VAR95,VAR95,NULL,1,NULL,1,220
95,3225,VAR095,VAR095,NULL,1,NULL,1,1125
95,3226,VAR095,VAR095,NULL,1,NULL,1,625
96,3222,VAR096,VAR096,NULL,1,NULL,1,1026
96,3223,VAR96,VAR96,NULL,1,NULL,1,97
96,3224,VAR96,VAR96,NULL,1,NULL,1,221
96,3225,VAR096,VAR096,NULL,1,NULL,1,1126
96,3226,VAR096,VAR096,NULL,1,NULL,1,626
97,3222,VAR097,VAR097,NULL,1,NULL,1,1027
97,3223,VAR97,VAR97,NULL,1,NULL,1,98
97,3224,VAR97,VAR97,NULL,1,NULL,1,222
97,3225,VAR097,VAR097,NULL,1,NULL,1,1127
97,3226,VAR097,VAR097,NULL,1,NULL,1,627
98,3222,VAR098,VAR098,NULL,1,NULL,1,1028
98,3223,VAR98,VAR98,NULL,1,NULL,1,99
98,3224,VAR98,VAR98,NULL,1,NULL,1,223
98,3225,VAR098,VAR098,NULL,1,NULL,1,1128
98,3226,VAR098,VAR098,NULL,1,NULL,1,628
99,3222,VAR099,VAR099,NULL,1,NULL,1,1029
99,3223,VAR99,VAR99,NULL,1,NULL,1,100
99,3224,VAR99,VAR99,NULL,1,NULL,1,224
99,3225,VAR099,VAR099,NULL,1,NULL,1,1129
99,3226,VAR099,VAR099,NULL,1,NULL,1,629
100,3222,VAR100,VAR100,NULL,1,NULL,1,1030
100,3223,VAR100,VAR100,NULL,1,NULL,1,101
100,3224,VAR100                                            ,VAR100                                            ,NULL,1,NULL,1,225
100,3225,VAR100,VAR100,NULL,1,NULL,1,1130
100,3226,VAR100,VAR100,NULL,1,NULL,1,630
101,3223,VAR101,VAR101,NULL,1,NULL,1,102
102,3223,VAR102,VAR102,NULL,1,NULL,1,103
103,3223,VAR103,VAR103,NULL,1,NULL,1,104
104,3223,VAR104,VAR104,NULL,1,NULL,1,105
105,3223,VAR105,VAR105,NULL,1,NULL,1,106
106,3223,VAR106,VAR106,NULL,1,NULL,1,107
107,3223,VAR107,VAR107,NULL,1,NULL,1,108
108,3223,VAR108,VAR108,NULL,1,NULL,1,109
109,3223,VAR109,VAR109,NULL,1,NULL,1,110
110,3223,VAR110,VAR110,NULL,1,NULL,1,111
111,3223,VAR111,VAR111,NULL,1,NULL,1,112
112,3223,VAR112,VAR112,NULL,1,NULL,1,113
113,3223,VAR113,VAR113,NULL,1,NULL,1,114
114,3223,VAR114,VAR114,NULL,1,NULL,1,115
115,3223,VAR115,VAR115,NULL,1,NULL,1,116
116,3223,VAR116,VAR116,NULL,1,NULL,1,117
117,3223,VAR117,VAR117,NULL,1,NULL,1,118
118,3223,VAR118,VAR118,NULL,1,NULL,1,119
119,3223,VAR119,VAR119,NULL,1,NULL,1,120
120,3223,VAR120,VAR120,NULL,1,NULL,1,121
121,3223,VAR121,VAR121,NULL,1,NULL,1,122
122,3223,VAR122,VAR122,NULL,1,NULL,1,123
123,3223,VAR123,VAR123,NULL,1,NULL,1,124
124,3223,VAR124,VAR124,NULL,1,NULL,1,125
125,3223,VAR125,VAR125,NULL,1,NULL,1,226
126,3223,VAR126,VAR126,NULL,1,NULL,1,227
127,3223,VAR127,VAR127,NULL,1,NULL,1,228
128,3223,VAR128,VAR128,NULL,1,NULL,1,229
129,3223,VAR129,VAR129,NULL,1,NULL,1,230
130,3223,VAR130,VAR130,NULL,1,NULL,1,231
131,3223,VAR131,VAR131,NULL,1,NULL,1,232
132,3223,VAR132,VAR132,NULL,1,NULL,1,233
133,3223,VAR133,VAR133,NULL,1,NULL,1,234
134,3223,VAR134,VAR134,NULL,1,NULL,1,235
135,3223,VAR135,VAR135,NULL,1,NULL,1,236
